car_make,model,year,transmition,kilometers,car_customs,fuel,engine_size,payment method,price
Ford,Fusion,2014,Automatic,"20,000 - 29,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"11,500 JOD"
Hyundai,Elantra,2001,Automatic,"+200,000",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"2,800 JOD"
Mitsubishi,L200,2006,Manual,"+200,000",Without Customs,Diesel,N/A,Cash Only,"3,500 JOD"
Ford,Focus,2014,Automatic,"180,000 - 189,999",With Customs,Electric,Less than 50 kWh,Cash Only,"6,000 JOD"
Hyundai,Sonata,2009,Automatic,"+200,000",With Customs,Gasoline,"2,000 - 2,999 cc",Cash Only,"6,800 JOD"
Jac,T8,2018,Manual,"100,000 - 109,999",With Customs,Diesel,"2,000 - 2,999 cc",Cash Only,"1,111 JOD"
Toyota,Celica,1992,Manual,"110,000 - 119,999",With Customs,Gasoline,"2,000 - 2,999 cc",Cash Only,"3,265,236 JOD"
Toyota,Echo,2001,Manual,"30,000 - 39,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"2,700 JOD"
Ford,Escape,2020,Automatic,"1,000 - 9,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"20,500 JOD"
Mitsubishi,Mirage,2015,Automatic,"100,000 - 109,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"6,200 JOD"
Jac,Other,2022,Manual,"10,000 - 19,999",With Customs,Diesel,N/A,Cash Only,
Volkswagen,E-lavida,2019,Automatic,"110,000 - 119,999",With Customs,Electric,Less than 50 kWh,Cash Only,"12,250 JOD"
Toyota,Prius,2015,Automatic,"150,000 - 159,999",With Customs,Hybrid,"1,000 - 1,999 cc",Cash Only,"10,000 JOD"
Toyota,C-HR,2021,Automatic,"10,000 - 19,999",With Customs,Hybrid,N/A,Installments Only,N/A
Toyota,Corolla,2021,Automatic,"20,000 - 29,999",With Customs,Hybrid,N/A,Cash or Installments,N/A
Toyota,Camry,2015,Automatic,"180,000 - 189,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"13,500 JOD"
Hyundai,Avante,1998,Automatic,"1,000 - 9,999",With Customs,Gasoline,N/A,Cash Only,"3,700 JOD"
Volkswagen,E-Golf,2019,Automatic,"20,000 - 29,999",With Customs,Electric,Less than 50 kWh,Cash Only,"12,500 JOD"
Nissan,Altima,2006,Automatic,1 - 999,With Customs,Gasoline,"2,000 - 2,999 cc",Cash or Installments,N/A
Kia,Optima K5,2016,Automatic,0,With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"15,200 JOD"
Mercedes Benz,E 200,2020,Automatic,"50,000 - 59,999",With Customs,Gasoline,N/A,Cash Only,"40,000 JOD"
Hyundai,Avante,2018,Automatic,"110,000 - 119,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"13,300 JOD"
Kia,Sephia,1996,Manual,"10,000 - 19,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"1,960 JOD"
Toyota,Prius C,2014,Automatic,"80,000 - 89,999",With Customs,Hybrid,"1,000 - 1,999 cc",Cash Only,"10,000 JOD"
Mitsubishi,Lancer,2013,Automatic,"100,000 - 109,999",With Customs,Gasoline,"2,000 - 2,999 cc",Cash Only,"8,900 JOD"
Chevrolet,Spark,2012,Automatic,"100,000 - 109,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"6,000 JOD"
Toyota,Prius,2011,Automatic,"80,000 - 89,999",With Customs,Hybrid,"1,000 - 1,999 cc",Cash Only,"10,000 JOD"
Lexus,NX 300,2019,Automatic,"60,000 - 69,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"31,000 JOD"
Ford,Explorer,2010,Automatic,"110,000 - 119,999",With Customs,Gasoline,"3,000 - 3,999 cc",Cash Only,"11,500 JOD"
Kia,Picanto,2018,Automatic,"80,000 - 89,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"7,600 JOD"
Nissan,Sunny,2007,Automatic,"170,000 - 179,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"6,200 JOD"
Opel,Combo,1996,Manual,"1,000 - 9,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"1,900 JOD"
GMC,Other,2009,Automatic,"170,000 - 179,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"6,650 JOD"
Mitsubishi,Lancer,2006,Automatic,"+200,000",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"6,000 JOD"
Nissan,Leaf,2015,Automatic,"140,000 - 149,999",With Customs,Electric,Less than 50 kWh,Cash Only,"7,900 JOD"
Dodge,Ram,2020,Automatic,"110,000 - 119,999",With Customs,Diesel,"3,000 - 3,999 cc",Cash Only,"33,000 JOD"
Hyundai,Sonata,2014,Automatic,"150,000 - 159,999",With Customs,Hybrid,"2,000 - 2,999 cc",Installments Only,N/A
Mercedes Benz,C 200,2019,Automatic,"50,000 - 59,999",With Customs,Mild Hybrid,N/A,Cash or Installments,N/A
Hyundai,H100,2000,Manual,"20,000 - 29,999",With Customs,Diesel,"2,000 - 2,999 cc",Cash Only,"2,700 JOD"
Kia,Picanto,2015,Automatic,"100,000 - 109,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"6,350 JOD"
Hyundai,Accent,2017,Automatic,"60,000 - 69,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash or Installments,N/A
Mercedes Benz,E 200,1999,Automatic,"+200,000",Without Customs,Gasoline,"2,000 - 2,999 cc",Cash or Installments,N/A
Toyota,Yaris,2015,Automatic,0,With Customs,Hybrid,"1,000 - 1,999 cc",Cash Only,"8,500 JOD"
Honda,CR-V,2004,Automatic,"100,000 - 109,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"7,200 JOD"
Lexus,RX 450,2006,Automatic,"190,000 - 199,999",With Customs,Hybrid,"3,000 - 3,999 cc",Cash Only,"7,000 JOD"
Honda,e:NS1,2023,Automatic,0,With Customs,Electric,50 - 69 kWh,Cash or Installments,N/A
Honda,Insight,2020,Automatic,"20,000 - 29,999",Without Customs,Hybrid,"1,000 - 1,999 cc",Cash or Installments,N/A
Hyundai,Avante,1995,Automatic,"10,000 - 19,999",With Customs,Gasoline,500 - 999 cc,Cash Only,"3,400 JOD"
Ford,Fusion,2015,Automatic,"100,000 - 109,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"14,900 JOD"
Tesla,3,2019,Automatic,"40,000 - 49,999",With Customs,Electric,70 - 89 kWh,Cash Only,
Isuzu,Pickup,2003,Manual,0,With Customs,Diesel,N/A,Cash Only,"5,500 JOD"
Volkswagen,ID.3,2022,Automatic,"1,000 - 9,999",With Customs,Electric,50 - 69 kWh,Cash Only,"15,350 JOD"
Tesla,3,2023,Automatic,"1,000 - 9,999",Without Customs,Electric,50 - 69 kWh,Cash Only,"22,000 JOD"
Chevrolet,Bolt,2022,Automatic,"10,000 - 19,999",With Customs,Electric,50 - 69 kWh,Cash Only,
Hyundai,Ioniq,2020,Automatic,"30,000 - 39,999",With Customs,Hybrid,"1,000 - 1,999 cc",Cash Only,
Nissan,Leaf,2020,Automatic,"20,000 - 29,999",Without Customs,Electric,50 - 69 kWh,Cash Only,
Nissan,Versa,2017,Automatic,"80,000 - 89,999",With Customs,Gasoline,N/A,Installments Only,N/A
Tesla,3,2019,Automatic,"30,000 - 39,999",With Customs,Electric,50 - 69 kWh,Cash Only,
Jeep,Gladiator,2020,Automatic,"30,000 - 39,999",With Customs,Gasoline,"3,000 - 3,999 cc",Cash Only,
Kia,Niro,2020,Automatic,"110,000 - 119,999",Without Customs,Hybrid,"1,000 - 1,999 cc",Cash Only,
Kia,Sephia,1995,Automatic,"1,000 - 9,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"2,500 JOD"
Toyota,Prius,2010,Automatic,"10,000 - 19,999",With Customs,Hybrid,"1,000 - 1,999 cc",Cash or Installments,N/A
Kia,Rio,2016,Automatic,"70,000 - 79,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"9,700 JOD"
Kia,Cerato,2013,Automatic,"190,000 - 199,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"6,500 JOD"
Hyundai,Elantra,2007,Automatic,1 - 999,With Customs,Gasoline,"2,000 - 2,999 cc",Cash Only,"4,000 JOD"
Hyundai,Santa Fe,2001,Automatic,1 - 999,With Customs,Gasoline,"2,000 - 2,999 cc",Cash Only,"5,700 JOD"
Volkswagen,ID.4,2022,Automatic,0,With Customs,Electric,70 - 89 kWh,Cash Only,"22,500 JOD"
Volkswagen,ID.4,2023,Automatic,0,With Customs,Electric,70 - 89 kWh,Cash Only,"23,000 JOD"
Mazda,3,2009,Automatic,"+200,000",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"6,000 JOD"
Hyundai,Porter,2015,Manual,"190,000 - 199,999",With Customs,Diesel,N/A,Cash Only,"9,999 JOD"
Ford,Escape,2020,Automatic,"70,000 - 79,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"23,000 JOD"
Honda,e:NS1,2023,Automatic,0,With Customs,Electric,50 - 69 kWh,Cash Only,"18,000 JOD"
Volkswagen,Golf,2004,Automatic,"20,000 - 29,999",With Customs,Gasoline,N/A,Cash Only,
Hyundai,H100,1997,Manual,0,With Customs,Diesel,N/A,Cash Only,"2,600 JOD"
Porsche,Boxster S,2013,Automatic,"50,000 - 59,999",With Customs,Gasoline,"3,000 - 3,999 cc",Cash Only,"29,950 JOD"
Hyundai,Sonata,2016,Automatic,0,With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"15,200 JOD"
Nissan,Navara,2013,Manual,"20,000 - 29,999",With Customs,Diesel,"2,000 - 2,999 cc",Cash Only,"11,800 JOD"
Hyundai,Accent,2020,Automatic,"80,000 - 89,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash or Installments,N/A
Hyundai,Elantra,2016,Automatic,"+200,000",With Customs,Gasoline,"1,000 - 1,999 cc",Installments Only,N/A
Tesla,Y,2021,Automatic,"30,000 - 39,999",With Customs,Electric,70 - 89 kWh,Cash Only,"26,700 JOD"
Mercedes Benz,E 350e,2019,Automatic,"120,000 - 129,999",With Customs,Plug-in - Hybrid,"2,000 - 2,999 cc",Cash Only,"42,500 JOD"
Toyota,Prius C,2019,Automatic,"90,000 - 99,999",With Customs,Hybrid,"1,000 - 1,999 cc",Cash or Installments,N/A
Hyundai,Sonata,2014,Automatic,"130,000 - 139,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash or Installments,N/A
Mitsubishi,Lancer,2016,Automatic,"90,000 - 99,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"10,200 JOD"
Kia,Picanto,2017,Automatic,"120,000 - 129,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"8,300 JOD"
Kia,Picanto,2016,Automatic,"+200,000",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"6,750 JOD"
Kia,Niro,2019,Automatic,"30,000 - 39,999",With Customs,Hybrid,"1,000 - 1,999 cc",Cash or Installments,N/A
Mercedes Benz,SE 300,1990,Automatic,"+200,000",With Customs,Gasoline,"3,000 - 3,999 cc",Cash Only,"7,500 JOD"
Hyundai,i10,2015,Automatic,"+200,000",With Customs,Gasoline,N/A,Cash Only,"7,300 JOD"
Mitsubishi,Pajero,2016,Automatic,"100,000 - 109,999",With Customs,Gasoline,"3,000 - 3,999 cc",Cash Only,"12,500 JOD"
Jeep,Grand Cherokee,2021,Automatic,"10,000 - 19,999",With Customs,Gasoline,"3,000 - 3,999 cc",Cash or Installments,N/A
Lexus,CT 200,2012,Automatic,0,With Customs,Gasoline,N/A,Cash Only,"12,500 JOD"
Hyundai,Accent,2018,Automatic,"20,000 - 29,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash or Installments,N/A
Hyundai,Avante,1996,Manual,"160,000 - 169,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"3,700 JOD"
Toyota,Prius,2010,Automatic,0,With Customs,Hybrid,"1,000 - 1,999 cc",Cash Only,"10,650 JOD"
Volkswagen,E-Golf,2015,Automatic,"90,000 - 99,999",With Customs,Electric,Less than 50 kWh,Cash Only,"10,500 JOD"
Volkswagen,ID.6,2022,Automatic,0,With Customs,Electric,70 - 89 kWh,Cash or Installments,N/A
Mercedes Benz,E 200,2017,Automatic,"130,000 - 139,999",With Customs,Gasoline,"2,000 - 2,999 cc",Cash or Installments,N/A
Citroen,Elysée,2016,Automatic,"190,000 - 199,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"5,700 JOD"
Mitsubishi,Lancer,2016,Automatic,"120,000 - 129,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"10,000 JOD"
Hyundai,Ioniq,2020,Automatic,"80,000 - 89,999",With Customs,Electric,50 - 69 kWh,Installments Only,N/A
Kia,EV6,2022,Automatic,"20,000 - 29,999",With Customs,Electric,70 - 89 kWh,Cash Only,"24,000 JOD"
Mitsubishi,Lancer,2012,Automatic,"100,000 - 109,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"6,700 JOD"
Mercedes Benz,S 350,2003,Automatic,"190,000 - 199,999",With Customs,Gasoline,"3,000 - 3,999 cc",Cash Only,"10,000 JOD"
Renault,Sandero,2020,Automatic,"40,000 - 49,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash or Installments,N/A
Kia,Optima K5,2013,Automatic,"120,000 - 129,999",With Customs,Hybrid,"1,000 - 1,999 cc",Cash Only,"11,900 JOD"
Ford,Escape,2020,Automatic,"30,000 - 39,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"19,800 JOD"
Opel,GT,2022,Automatic,1 - 999,With Customs,Gasoline,N/A,Cash Only,"3,000 JOD"
Samsung,SM 3,2019,Automatic,"80,000 - 89,999",With Customs,Electric,Less than 50 kWh,Cash Only,
BYD,Song Plus,2023,Automatic,0,With Customs,Electric,70 - 89 kWh,Cash or Installments,N/A
BMW,316,2012,Automatic,"110,000 - 119,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"9,000 JOD"
Mitsubishi,Lancer,1992,Manual,"+200,000",With Customs,Gasoline,"More than 6,000 cc",Cash Only,"2,000 JOD"
Jeep,Grand Cherokee,2019,Automatic,"40,000 - 49,999",Without Customs,Gasoline,"3,000 - 3,999 cc",Cash Only,"11,000 JOD"
Kia,Cerato,2014,Automatic,"120,000 - 129,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"9,500 JOD"
Chevrolet,Silverado,2020,Automatic,"120,000 - 129,999",Without Customs,Gasoline,"2,000 - 2,999 cc",Cash Only,"28,000 JOD"
Ford,Raptor,2019,Automatic,"40,000 - 49,999",With Customs,Gasoline,"3,000 - 3,999 cc",Cash or Installments,N/A
Toyota,Corolla,2020,Automatic,"120,000 - 129,999",With Customs,Hybrid,"1,000 - 1,999 cc",Cash Only,"15,800 JOD"
Hyundai,Accent,2015,Automatic,"20,000 - 29,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"8,500 JOD"
Mercedes Benz,C 200,2019,Automatic,"50,000 - 59,999",With Customs,Mild Hybrid,"1,000 - 1,999 cc",Cash or Installments,N/A
Opel,Kadett,1987,Manual,"30,000 - 39,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"1,700 JOD"
Kia,Spectra,2000,Automatic,"190,000 - 199,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash or Installments,N/A
Hyundai,Venue,2020,Automatic,"70,000 - 79,999",Without Customs,Gasoline,"1,000 - 1,999 cc",Cash or Installments,N/A
Hyundai,Accent,1997,Manual,"190,000 - 199,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"2,200 JOD"
Chevrolet,Optra,2007,Automatic,0,With Customs,Gasoline,N/A,Cash Only,"4,200 JOD"
Honda,e:NS1,2023,Automatic,0,With Customs,Electric,50 - 69 kWh,Cash or Installments,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Isuzu,KB,1997,Manual,"10,000 - 19,999",With Customs,Diesel,"1,000 - 1,999 cc",Cash or Installments,N/A
Jeep,Grand Cherokee,2005,Automatic,"70,000 - 79,999",With Customs,Gasoline,0 - 499 cc,Cash Only,"6,500 JOD"
Nissan,Leaf,2015,Automatic,"120,000 - 129,999",With Customs,Electric,Less than 50 kWh,Cash Only,"5,500 JOD"
Peugeot,301,2014,Automatic,"90,000 - 99,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"5,500 JOD"
Toyota,Prius,2010,Automatic,"100,000 - 109,999",With Customs,Hybrid,"1,000 - 1,999 cc",Cash or Installments,N/A
Toyota,Prius,2008,Automatic,"150,000 - 159,999",With Customs,Hybrid,"1,000 - 1,999 cc",Cash Only,"6,000 JOD"
Toyota,Prius,2010,Automatic,"+200,000",With Customs,Hybrid,"1,000 - 1,999 cc",Cash Only,"9,500 JOD"
Volkswagen,Passat CC,2013,Automatic,"110,000 - 119,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"10,500 JOD"
Nissan,Murano,2018,Automatic,"40,000 - 49,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash or Installments,N/A
Jeep,Grand Cherokee,2005,Automatic,"+200,000",With Customs,Gasoline,"3,000 - 3,999 cc",Cash Only,"5,500 JOD"
Kia,Morning,2020,Automatic,"20,000 - 29,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash or Installments,N/A
Peugeot,Boxer,2011,Manual,"+200,000",With Customs,Diesel,"2,000 - 2,999 cc",Cash Only,"6,000 JOD"
Tesla,Y,2022,Automatic,"20,000 - 29,999",With Customs,Electric,50 - 69 kWh,Cash Only,"27,000 JOD"
Hyundai,Accent,2020,Automatic,"60,000 - 69,999",With Customs,Gasoline,"1,000 - 1,999 cc",Installments Only,N/A
Mercedes Benz,C 200,1994,Automatic,0,With Customs,Gasoline,N/A,Cash Only,"4,400 JOD"
Toyota,Camry,2015,Automatic,"140,000 - 149,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"12,400 JOD"
Mercedes Benz,CLA 200,2014,Automatic,"90,000 - 99,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"28,000 JOD"
Hyundai,Porter,2010,Manual,"20,000 - 29,999",With Customs,Diesel,"2,000 - 2,999 cc",Cash Only,"7,500 JOD"
Hyundai,Avante,1999,Manual,"+200,000",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"4,000 JOD"
Ford,Mustang,2018,Manual,"30,000 - 39,999",With Customs,Gasoline,N/A,Cash Only,"52,000 JOD"
Hyundai,Ioniq,2017,Automatic,"110,000 - 119,999",With Customs,Electric,Less than 50 kWh,Cash Only,"12,900 JOD"
Mercedes Benz,CLA 200,2014,Automatic,"110,000 - 119,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"27,999 JOD"
Tesla,3,2021,Automatic,"1,000 - 9,999",With Customs,Electric,More than 100 kWh,Cash Only,"22,450 JOD"
Kia,Niro,2017,Automatic,"50,000 - 59,999",With Customs,Hybrid,"1,000 - 1,999 cc",Cash Only,"16,800 JOD"
Mitsubishi,Lancer,2012,Automatic,"+200,000",With Customs,Gasoline,"1,000 - 1,999 cc",Cash or Installments,N/A
Hyundai,i20,2014,Manual,"20,000 - 29,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"2,700 JOD"
Mitsubishi,Lancer,1989,Manual,0,With Customs,Gasoline,0 - 499 cc,Cash Only,"2,200 JOD"
Mercedes Benz,CLA 200,2014,Automatic,"10,000 - 19,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"28,200 JOD"
Mercedes Benz,E 200,2001,Automatic,1 - 999,With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"8,500 JOD"
Toyota,Prius,2010,Automatic,0,With Customs,Hybrid,N/A,Cash or Installments,N/A
Hyundai,H-1 Starex,2016,Manual,"90,000 - 99,999",With Customs,Gasoline,"2,000 - 2,999 cc",Cash Only,"9,500 JOD"
Kia,Sephia,1994,Automatic,0,With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"1,350 JOD"
Tesla,X,2017,Automatic,"40,000 - 49,999",With Customs,Electric,More than 100 kWh,Cash Only,"43,000 JOD"
Nissan,Pickup,2008,Manual,"20,000 - 29,999",With Customs,Diesel,"3,000 - 3,999 cc",Cash Only,"1,111 JOD"
Hyundai,i10,2016,Automatic,1 - 999,With Customs,Gasoline,0 - 499 cc,Cash Only,"6,800 JOD"
Dodge,Ram,2020,Automatic,"40,000 - 49,999",With Customs,Gasoline,"5,000 - 5,999 cc",Cash Only,"28,000 JOD"
Ford,Mustang,2022,Automatic,0,With Customs,Electric,50 - 69 kWh,Cash Only,
Ford,Focus,2014,Automatic,"130,000 - 139,999",With Customs,Electric,Less than 50 kWh,Cash Only,"7,950 JOD"
Lexus,RX 450,2019,Automatic,"40,000 - 49,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash or Installments,N/A
Smart,Fortow,2018,Automatic,"50,000 - 59,999",With Customs,Electric,Less than 50 kWh,Cash Only,
Kia,Sephia,1997,Manual,0,With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"2,400 JOD"
Volkswagen,E-lavida,2019,Automatic,0,With Customs,Electric,Less than 50 kWh,Cash or Installments,N/A
Dodge,Ram,2019,Automatic,0,With Customs,Gasoline,"5,000 - 5,999 cc",Cash Only,"31,000 JOD"
Hyundai,Kona,2019,Automatic,"90,000 - 99,999",With Customs,Electric,50 - 69 kWh,Cash or Installments,N/A
Honda,Civic,1997,Automatic,0,With Customs,Gasoline,N/A,Installments Only,N/A
Skywell,Other,2022,Automatic,0,With Customs,Electric,50 - 69 kWh,Cash Only,"21,000 JOD"
Chevrolet,Menlo,2023,Automatic,0,With Customs,Electric,50 - 69 kWh,Installments Only,N/A
Hyundai,H100,2001,Manual,"1,000 - 9,999",With Customs,Diesel,500 - 999 cc,Cash Only,"3,400 JOD"
Land Rover,Range Rover Sport,2008,Automatic,"170,000 - 179,999",With Customs,Gasoline,"4,000 - 4,999 cc",Cash Only,"14,000 JOD"
Changan,CS35 PLUS,2020,Automatic,"70,000 - 79,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"15,500 JOD"
Lexus,IS 300,2016,Automatic,"110,000 - 119,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"23,700 JOD"
Toyota,Prius C,2017,Automatic,"100,000 - 109,999",With Customs,Hybrid,"1,000 - 1,999 cc",Cash Only,"12,000 JOD"
Tesla,3,2022,Automatic,"40,000 - 49,999",With Customs,Electric,50 - 69 kWh,Cash or Installments,N/A
Mitsubishi,Pajero,2002,Automatic,"+200,000",With Customs,Gasoline,"3,000 - 3,999 cc",Cash Only,"3,000 JOD"
Toyota,RAV 4,2021,Automatic,"10,000 - 19,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"25,800 JOD"
Chevrolet,Camaro,2010,Automatic,"100,000 - 109,999",With Customs,Gasoline,"3,000 - 3,999 cc",Cash Only,"11,900 JOD"
Ford,Fusion,2019,Automatic,"70,000 - 79,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"17,200 JOD"
Mitsubishi,L200,2016,Manual,1 - 999,With Customs,Diesel,"2,000 - 2,999 cc",Cash or Installments,N/A
Honda,e:NS1,2022,Automatic,0,With Customs,Electric,50 - 69 kWh,Cash or Installments,N/A
Chevrolet,Menlo,2022,Automatic,0,With Customs,Electric,50 - 69 kWh,Cash or Installments,N/A
Volkswagen,E-lavida,2019,Automatic,0,With Customs,Electric,Less than 50 kWh,Cash or Installments,N/A
Hyundai,Ioniq,2018,Automatic,"80,000 - 89,999",With Customs,Hybrid,"1,000 - 1,999 cc",Cash Only,"12,000 JOD"
Mercedes Benz,E 200,1998,Automatic,"+200,000",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"6,300 JOD"
Hyundai,Avante,1996,Manual,"40,000 - 49,999",With Customs,Gasoline,"4,000 - 4,999 cc",Cash Only,"1,800 JOD"
Audi,A6,2010,Automatic,"+200,000",With Customs,Gasoline,"2,000 - 2,999 cc",Installments Only,N/A
Nissan,Leaf,2013,Automatic,"160,000 - 169,999",With Customs,Electric,Less than 50 kWh,Cash Only,"5,750 JOD"
Isuzu,KB,2002,Manual,"190,000 - 199,999",With Customs,Diesel,"2,000 - 2,999 cc",Cash Only,"5,000 JOD"
Hyundai,Ioniq,2019,Automatic,"70,000 - 79,999",With Customs,Electric,Less than 50 kWh,Cash Only,"13,500 JOD"
Kia,Sportage,2001,Automatic,"170,000 - 179,999",With Customs,Gasoline,"2,000 - 2,999 cc",Cash Only,"1,700 JOD"
Volkswagen,ID.6,2023,Automatic,0,Without Customs,Electric,70 - 89 kWh,Cash or Installments,N/A
Toyota,Corolla,2003,Manual,0,With Customs,Gasoline,N/A,Cash Only,"5,500 JOD"
Kia,Niro,2023,Automatic,"1,000 - 9,999",Without Customs,Hybrid,"1,000 - 1,999 cc",Cash or Installments,N/A
Hyundai,Avante,1998,Automatic,1 - 999,With Customs,Gasoline,0 - 499 cc,Cash Only,"4,000 JOD"
Kia,Sephia,1997,Manual,1 - 999,With Customs,Gasoline,0 - 499 cc,Installments Only,N/A
Nissan,Leaf,2015,Automatic,"130,000 - 139,999",With Customs,Electric,70 - 89 kWh,Cash Only,"7,900 JOD"
Volkswagen,Lavida,2019,Automatic,"70,000 - 79,999",With Customs,Electric,N/A,Cash or Installments,N/A
Hyundai,Avante,1999,Automatic,"1,000 - 9,999",With Customs,Gasoline,500 - 999 cc,Cash Only,"4,500 JOD"
GMC,Yukon,2022,Automatic,"20,000 - 29,999",With Customs,Gasoline,"More than 6,000 cc",Cash Only,"90,000 JOD"
Toyota,Prius,2008,Automatic,"+200,000",With Customs,Hybrid,"1,000 - 1,999 cc",Cash Only,"7,000 JOD"
Mercedes Benz,E 250,2010,Automatic,"180,000 - 189,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"18,000 JOD"
Hyundai,Kona,2022,Automatic,1 - 999,With Customs,Hybrid,"1,000 - 1,999 cc",Cash or Installments,N/A
Hyundai,Sonata,2013,Automatic,"190,000 - 199,999",With Customs,Hybrid,N/A,Cash Only,"11,500 JOD"
Hyundai,Avante,2018,Automatic,"80,000 - 89,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash or Installments,N/A
Hyundai,Ioniq,2020,Automatic,"70,000 - 79,999",With Customs,Hybrid,"1,000 - 1,999 cc",Cash or Installments,N/A
Hyundai,Sonata,2011,Automatic,"1,000 - 9,999",With Customs,Hybrid,"2,000 - 2,999 cc",Installments Only,N/A
BYD,Seagull,2023,Automatic,0,Without Customs,Electric,Less than 50 kWh,Cash or Installments,N/A
Honda,Accord,2019,Automatic,"40,000 - 49,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash or Installments,N/A
Ford,Fusion,2012,Automatic,"+200,000",With Customs,Hybrid,N/A,Cash Only,"11,800 JOD"
Kia,Cerato,2019,Automatic,"60,000 - 69,999",Without Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"13,300 JOD"
